X,Y,PK_RANDOM_SAMPLE_LOCATION,REPORTING_UNIT,WATERBODY_TYPE,WATERBODY_NAME,CAN_BE_SAMPLED,LAT_DD,LAT_MM,LAT_SS,LONG_DD,LONG_MM,LONG_SS,PUBLIC_LAND_SURVEY_COORDINATES,COUNTY_NAME,QUARTER_QUAD_MAP_NUMBER,HYDROLOGIC_UNIT_NAME,COMMENTS,OBJECTID
-81.31240932,29.63986969,SJ7-SS-2165,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,38,23.5107,81,18,44.6623,T  10    S R  30    E 18,FLAGLER,q4611se,"EAST COAST, UPPER",,19038
-81.07050671,29.14837311,SJ7-SS-2166,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,8,54.1234,81,4,13.8132,T  16    S R  32    E 2,VOLUSIA,q4209sw,"EAST COAST, UPPER",,19039
-81.15418048,29.25804994,SJ7-SS-2167,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,15,28.9599,81,9,15.0387,T  14    S R  31    E 27,VOLUSIA,q4310se,"EAST COAST, UPPER",,19040
-81.05499539,29.08181759,SJ7-SS-2024,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,4,54.5236,81,3,17.9725,T  16    S R  32    E 25,VOLUSIA,q4109ne,"EAST COAST, UPPER",,19062
-81.16231572,29.43180198,SJ7-SS-2025,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,29,25,54.4671,81,9,44.3255,T  12    S R  31    E 27,FLAGLER,q4410se,"EAST COAST, UPPER",,19063
-81.19464334,29.56093518,SJ7-SS-2026,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,33,39.3465,81,11,40.7049,T  11    S R  31    E 8,FLAGLER,q4510sw,"EAST COAST, UPPER",,19064
-81.31123229,29.63134552,SJ7-SS-2027,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,37,52.8237,81,18,40.425,T  10    S R  30    E 18,FLAGLER,q4611se,"EAST COAST, UPPER",,19065
-81.03136486,29.12353716,SJ7-SS-2028,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,29,7,24.714,81,1,52.9026,T  16    S R  33    E 7,VOLUSIA,q4109ne,"EAST COAST, UPPER",Changing Resource Type-Canal No Longer There-Residence there now,19066
-81.12862542,29.27664839,SJ7-SS-2029,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,16,35.9143,81,7,43.0405,T  14    S R  31    E 24,VOLUSIA,q4310se,"EAST COAST, UPPER",,19067
-81.23256213,29.5464065,SJ7-SS-2030,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,32,47.0433,81,13,57.2125,T  11    S R  30    E 13,FLAGLER,q4510sw,"EAST COAST, UPPER",,19068
-81.15791099,29.46546699,SJ7-SS-2031,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,29,27,55.6611,81,9,28.4685,0,FLAGLER,q4410ne,"EAST COAST, UPPER",,19069
-81.36416282,29.92156662,SJ7-SS-2032,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,29,55,17.6194,81,21,50.9748,T   7    S R  29    E 3,ST. JOHNS,q4811sw,"EAST COAST, UPPER",,19070
-81.23208924,29.5740734,SJ7-SS-2168,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,34,26.6441,81,13,55.5101,T  11    S R  30    E 1,FLAGLER,q4510nw,"EAST COAST, UPPER",,19071
-81.40157451,30.17377262,SJ7-SS-2169,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,30,10,25.5608,81,24,5.6568,0,ST. JOHNS,q5012se,"EAST COAST, UPPER",,19072
-81.2797207,29.54030245,SJ7-SS-2170,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,29,32,25.0687,81,16,46.9833,T  11    S R  30    E 16,FLAGLER,q4511se,"EAST COAST, UPPER",,19073
-81.27312808,29.50563263,SJ7-SS-2171,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,29,30,20.2574,81,16,23.2499,T  11    S R  30    E 33,FLAGLER,q4511se,"EAST COAST, UPPER",,19074
-81.05946278,29.04102556,SJ7-SS-2172,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,2,27.6723,81,3,34.0551,T  17    S R  32    E 11,VOLUSIA,q4109se,"EAST COAST, UPPER",,19075
-81.30090843,29.65052755,SJ7-SS-2173,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,39,1.879,81,18,3.2591,0,ST. JOHNS,q4611se,"EAST COAST, UPPER",,19076
-81.32036386,29.85827446,SJ7-SS-2174,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,51,29.7677,81,19,13.2986,0,ST. JOHNS,q4711nw,"EAST COAST, UPPER",,19077
-81.05809159,29.06872009,SJ7-SS-2175,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,4,7.3726,81,3,29.1188,T  16    S R  32    E 36,VOLUSIA,q4109ne,"EAST COAST, UPPER",,19078
-81.1488468,29.45646046,SJ7-SS-2176,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,27,23.2376,81,8,55.8374,0,FLAGLER,q4410ne,"EAST COAST, UPPER",,19079
-81.29018309,29.65586964,SJ7-SS-2033,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,39,21.1105,81,17,24.6479,T  10    S R  30    E 4,ST. JOHNS,q4611se,"EAST COAST, UPPER",,19101
-81.35573265,29.83845974,SJ7-SS-2034,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,29,50,18.4347,81,21,20.6262,T   8    S R  29    E 2,ST. JOHNS,q4711nw,"EAST COAST, UPPER",,19102
-81.07631268,29.07578051,SJ7-SS-2035,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,29,4,32.7901,81,4,34.7147,T  16    S R  32    E 34,VOLUSIA,q4109nw,"EAST COAST, UPPER",,19103
-81.28104053,29.54815281,SJ7-SS-2036,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,29,32,53.33,81,16,51.7347,T  11    S R  30    E 16,FLAGLER,q4511se,"EAST COAST, UPPER",Canal or ditch does not flow to state waters,19104
-81.0921683,29.16439272,SJ7-SS-2037,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,29,9,51.794,81,5,31.7949,T  15    S R  32    E 34,VOLUSIA,q4209sw,"EAST COAST, UPPER",,19105
-81.11680242,29.36719583,SJ7-SS-2038,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,29,22,1.885,81,7,0.4777,T  13    S R  32    E 0,VOLUSIA,q4309nw,"EAST COAST, UPPER",,19106
-81.43306973,29.90728636,SJ7-SS-2039,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,29,54,26.2105,81,25,59.0396,T   7    S R  28    E 12,ST. JOHNS,q4812se,"EAST COAST, UPPER",Upland now,19107
-81.22273357,29.52871878,SJ7-SS-2040,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,31,43.3675,81,13,21.8297,T  11    S R  31    E 19,FLAGLER,q4510sw,"EAST COAST, UPPER",,19108
-81.29828029,29.68637626,SJ7-SS-2041,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,No,29,41,10.9343,81,17,53.7978,T   9    S R  30    E 29,ST. JOHNS,q4611se,"EAST COAST, UPPER",,19109
-81.24051255,29.55522467,SJ7-SS-2177,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,33,18.7887,81,14,25.834,T  11    S R  30    E 11,FLAGLER,q4510sw,"EAST COAST, UPPER",,19110
-81.25291097,29.55284801,SJ7-SS-2178,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,33,10.2327,81,15,10.4683,T  11    S R  30    E 14,FLAGLER,q4511se,"EAST COAST, UPPER",,19111
-81.16512222,29.45786612,SJ7-SS-2179,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,27,28.298,81,9,54.4289,0,FLAGLER,q4410ne,"EAST COAST, UPPER",,19112
-81.04567725,29.05007809,SJ7-SS-2180,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,3,0.2614,81,2,44.4272,T  17    S R  32    E 1,VOLUSIA,q4109se,"EAST COAST, UPPER",,19113
-81.28118128,29.61122385,SJ7-SS-2181,SJRWMD-7,STREAM,UNNAMED SMALL STREAM,Yes,29,36,40.3857,81,16,52.2414,T  10    S R  30    E 28,FLAGLER,q4511ne,"EAST COAST, UPPER",,19114
-82.50786941,30.04774393,SRB-LS-1086,SRWMD-B,LOW-ORDER,,No,30,2,51,82,30,28.8,T   5  S; R  18 E; Sect  ,UNION,ELLISVILLE -  4921SE,SANTA FE RIVER,    ,19168
-82.49866926,29.95934652,SRB-LS-1087,SRWMD-B,LOW-ORDER,,No,29,57,32.76,82,29,55.68,T   6  S; R  18 E; Sect  ,UNION,WORTHINGTON SPRINGS -  4820,SANTA FE RIVER,DIGITAL CAMERA DID NOT WORK ,19169
-82.17185967,30.00204493,SRB-LS-1088,SRWMD-B,LOW-ORDER,,No,30,0,6.48,82,10,19.2,T   6  S; R  21 E; Sect  ,BRADFORD,RAIFORD -  4918SE,SANTA FE RIVER,   ,19170
-82.20586062,30.03374403,SRB-LS-1089,SRWMD-B,LOW-ORDER,,No,30,2,0.6,82,12,21.6,T   5  S; R  21 E; Sect  ,BRADFORD,RAIFORD -  4918SW,SANTA FE RIVER,   ,19171
-82.13355847,30.06084316,SRB-LS-1090,SRWMD-B,LOW-ORDER,,No,30,3,38.16,82,8,1.32,T   5  S; R  22 E; Sect  ,BRADFORD,RAIFORD -  4918SE,SANTA FE RIVER,  ,19172
-82.88938152,29.22316907,SRB-LS-1091,SRWMD-B,LOW-ORDER,,No,29,13,22.44,82,53,22.2,T  14  S; R  14 E; Sect  ,LEVY,SUMNER -  4224NE,WACCASASSA RIVER,  ,19173
-82.86057987,29.91174827,SRB-LS-1092,SRWMD-B,LOW-ORDER,,Yes,29,54,41.4,82,51,38.52,T   7  S; R  14 E; Sect  ,SUWANNEE,HILDRETH -  4823SW,SANTA FE RIVER,"SANTA FE RIVER; EXCLUDED AS LOW ORDER SITE, BUT SAMPLED AS A HIGH-ORDER STREAM LATER IN SAME YEAR   ",19174
-82.77587822,29.23556858,SRB-LS-1093,SRWMD-B,LOW-ORDER,,Yes,29,14,7.08,82,46,33.6,T  14  S; R  15 E; Sect  ,LEVY,WACCASASSA BAY -  4223NE,WACCASASSA RIVER,UNNAMED STREAM CONNECTING CHICKEN SLOUGH AND OTTER CREEK; SAMPLED 6/25/2001  ,19175
-82.29636351,29.85104953,SRB-LS-1094,SRWMD-B,LOW-ORDER,,No,29,51,2.88,82,17,47.4,T   7  S; R  20 E; Sect  ,ALACHUA,MONTEOCHA -  4719NE,SANTA FE RIVER,   ,19176
-82.60657254,29.85304978,SRB-LS-1095,SRWMD-B,LOW-ORDER,,Yes,29,51,10.08,82,36,24.12,T   7  S; R  17 E; Sect  ,COLUMBIA,HIGH SPRINGS -  4721NW,SANTA FE RIVER,"SANTA FE RIVER; EXCLUDED AS LOW ORDER SITE, BUT SAMPLED AS A HIGH-ORDER STREAM LATER IN SAME YEAR",19177
-82.66187491,29.24216828,SRB-LS-1096,SRWMD-B,LOW-ORDER,,No,29,14,30.84,82,39,43.2,T  14  S; R  16 E; Sect  ,LEVY,LEBANON STATION -  4222NE,WACCASASSA RIVER,  ,19178
-82.29376343,29.85364945,SRB-LS-1097,SRWMD-B,LOW-ORDER,,No,29,51,12.24,82,17,38.04,T   7  S; R  20 E; Sect  ,BRADFORD,MONTEOCHA -  4719NE,SANTA FE RIVER,   ,19215
-82.26606237,30.03874395,SRB-LS-1098,SRWMD-B,LOW-ORDER,,No,30,2,18.6,82,15,58.32,T   5  S; R  20 E; Sect  ,UNION,LAKE BUTLER -  4919SE,SANTA FE RIVER, ,19216
-82.31976413,29.89504825,SRB-LS-1099,SRWMD-B,LOW-ORDER,,No,29,53,41.28,82,19,11.64,T   7  S; R  20 E; Sect  ,BRADFORD,BROOKER -  4819SW,SANTA FE RIVER,RAYONIER PAPER COMPANY; OWNER DENIED ACCESS   ,19217
-82.71487651,29.18866997,SRB-LS-1100,SRWMD-B,LOW-ORDER,,No,29,11,18.24,82,42,54,T  15  S; R  16 E; Sect  ,LEVY,LEBANON STATION -  4222NW,WACCASASSA RIVER,    ,19218
-82.51076953,30.01974475,SRB-LS-1001,SRWMD-B,LOW-ORDER,,No,30,1,10.2,82,30,39.24,T   5  S; R  18 E; Sect  ,UNION,ELLISVILLE -  4921SE,SANTA FE RIVER,   ,19449
-82.8421801,29.26606771,SRB-LS-1002,SRWMD-B,LOW-ORDER,,No,29,15,56.88,82,50,32.28,T  14  S; R  15 E; Sect  ,LEVY,OTTER CREEK -  4323SW,WACCASASSA RIVER,  ,19485
-82.54427048,30.04694399,SRB-LS-1003,SRWMD-B,LOW-ORDER,,No,30,2,48.12,82,32,39.84,T   5  S; R  18 E; Sect  ,COLUMBIA,ELLISVILLE -  4921SE,SANTA FE RIVER,INACCESSIBLE   ,19486
-82.5909502,29.14460051,SRB-LS-1004,SRWMD-B,LOW-ORDER,,No,29,8,40.5422,82,35,27.4082,T  15  S; R  17 E; Sect  ,LEVY,TIDEWATER -  4221SW,WACCASASSA,"L.Miller 11/6/20: Changed latitude from 29840.5422 to 290840.5422, longitude from -823527.4082 to 82",19487
-82.23406169,29.85774926,SRB-LS-1005,SRWMD-B,LOW-ORDER,,Yes,29,51,27,82,14,3.12,T   7  S; R  21 E; Sect  ,BRADFORD,WALDO -  4718NW,SANTA FE RIVER,UNNAMED TRIBUTARY TO SAMPSON RIVER; SAMPLED 6/20/2001,19488
-82.65897489,29.1892699,SRB-LS-1006,SRWMD-B,LOW-ORDER,,No,29,11,20.4,82,39,32.76,T  15  S; R  16 E; Sect  ,LEVY,LEBANON STATION -  4222NE,WACCASASSA RIVER,ACTIVE TIMBER OPERATIONS UNDERWAY  ,19489
-82.76337786,29.23186868,SRB-LS-1007,SRWMD-B,LOW-ORDER,,Yes,29,13,53.76,82,45,48.6,T  14  S; R  15 E; Sect  ,LEVY,WACCASASSA BAY -  4223NE,WACCASASSA RIVER,UNNAMED TRIBUTARY TO WACCASASSA RIVER; SAMPLED 5/23/2001,19490
-82.72297667,29.2497681,SRB-LS-1008,SRWMD-B,LOW-ORDER,,Yes,29,14,58.2,82,43,23.16,T  14  S; R  16 E; Sect  ,LEVY,LEBANON STATION -  4222NW,WACCASASSA RIVER,UNNAMED TRIBUTARY TO MULE CREEK; SAMPLED 5/22/2001,19491
-82.36406535,29.94594678,SRB-LS-1009,SRWMD-B,LOW-ORDER,,No,29,56,44.52,82,21,51.12,T   6  S; R  19 E; Sect  ,UNION,BROOKER -  4819NW,SANTA FE RIVER,SITE ON FIVEMILE CREEK IS INACCESSIBLE,19492
-82.77837826,29.26156779,SRB-LS-1010,SRWMD-B,LOW-ORDER,,No,29,15,40.68,82,46,42.6,T  14  S; R  15 E; Sect  ,LEVY,OTTER CREEK -  4323SE,WACCASASSA RIVER, ,19493
-82.48476868,30.09154262,SRB-LS-1011,SRWMD-B,LOW-ORDER,,Yes,30,5,28.68,82,29,5.64,T   5  S; R  18 E; Sect  ,UNION,LULU -  4920NW,SANTA FE RIVER,OLUSTEE CREEK; SAMPLED 5/30/2001,19494
-82.36096548,29.78345161,SRB-LS-1012,SRWMD-B,LOW-ORDER,,No,29,46,59.52,82,21,39.96,T   8  S; R  19 E; Sect  ,ALACHUA,MONTEOCHA -  4719SW,SANTA FE RIVER,ALACHUA COUNTY ENVIRONMENTAL PROTECTION DEPARTMENT PERFORMED RECONNAISSANCE,19495
-82.46206801,30.10014234,SRB-LS-1013,SRWMD-B,LOW-ORDER,,No,30,5,59.64,82,27,43.92,T   4  S; R  18 E; Sect  ,COLUMBIA,LULU -  4920NW,SANTA FE RIVER,  ,19531
-82.46036791,30.13714126,SRB-LS-1014,SRWMD-B,LOW-ORDER,,No,30,8,12.84,82,27,37.8,T   4  S; R  18 E; Sect  ,COLUMBIA,OLUSTEE -  5020SW,SANTA FE RIVER, ,19532
-82.28776333,29.80155099,SRB-LS-1015,SRWMD-B,LOW-ORDER,,No,29,48,4.68,82,17,16.44,T   8  S; R  20 E; Sect  ,ALACHUA,MONTEOCHA -  4719SE,SANTA FE RIVER,ALACHUA COUNTY ENVIRONMENTAL PROTECTION DEPARTMENT PERFORMED RECONNAISSANCE,19533
-82.52576995,30.03444434,SRB-LS-1016,SRWMD-B,LOW-ORDER,,Yes,30,2,3.12,82,31,33.24,T   5  S; R  18 E; Sect  ,UNION,ELLISVILLE -  4921SE,SANTA FE RIVER,SWIFT CREEK; SAMPLED 6/26/2001,19534
-82.8630807,29.27526744,SRB-LS-1017,SRWMD-B,LOW-ORDER,,No,29,16,30,82,51,47.52,T  14  S; R  14 E; Sect  ,LEVY,OTTER CREEK -  4323SW,WACCASASSA RIVER,   ,19535
-82.4599681,29.98024587,SRB-LS-1018,SRWMD-B,LOW-ORDER,,No,29,58,48,82,27,36.36,T   6  S; R  18 E; Sect  ,UNION,WORTHINGTON SPRINGS -  4820,SANTA FE RIVER,   ,19536
-82.51716977,29.98174588,SRB-LS-1019,SRWMD-B,LOW-ORDER,,Yes,29,58,53.4,82,31,2.28,T   6  S; R  18 E; Sect  ,UNION,MIKESVILLE -  4821NE,SANTA FE RIVER,UNNAMED TRIBUTARY TO OLUSTEE CREEK; SAMPLED 6/19/2001; NO FIELD SHEET; LOCATION FROM MANUAL MAP INTE,19537
-82.70997556,29.8454501,SRB-LS-1020,SRWMD-B,LOW-ORDER,,Yes,29,50,42.72,82,42,36.36,T   7  S; R  16 E; Sect  ,COLUMBIA,HIGH SPRINGS SW -  4722NW,SANTA FE RIVER,"SANTA FE RIVER; EXCLUDED AS LOW ORDER SITE, BUT SAMPLED AS A HIGH-ORDER STREAM LATER IN SAME YEAR (2",19538
-82.79077781,29.93534751,SRB-LS-1021,SRWMD-B,LOW-ORDER,,Yes,29,56,6.36,82,47,27.24,T   6  S; R  15 E; Sect  ,COLUMBIA,HILDRETH -  4823SE,SANTA FE RIVER,"SANTA FE RIVER; EXCLUDED AS LOW ORDER SITE, BUT SAMPLED AS A HIGH-ORDER STREAM LATER IN SAME YEAR (2",19539
-82.35106509,29.86364921,SRB-LS-1022,SRWMD-B,LOW-ORDER,,No,29,51,48.24,82,21,4.32,T   7  S; R  20 E; Sect  ,ALACHUA,MONTEOCHA -  4719NW,SANTA FE RIVER,ALACHUA COUNTY ENVIRONMENTAL PROTECTION DEPARTMENT PERFORMED RECONNAISSANCE,19540
-82.75927684,29.97654627,SRB-LS-1023,SRWMD-B,LOW-ORDER,,Yes,29,58,34.68,82,45,33.84,T   6  S; R  16 E; Sect  ,SUWANNEE,HILDRETH -  4823NE,SANTA FE RIVER,ICHETUCKNEE RIVER; 350 METERS DOWNSTRAM OF BLUE HOLE; IN ICHETUCKNEE SPRINGS STATE PARK; SAMPLED 6/2,19576
-82.2939633,29.95684639,SRB-LS-1024,SRWMD-B,LOW-ORDER,,No,29,57,23.76,82,17,38.76,T   6  S; R  20 E; Sect  ,BRADFORD,BROOKER -  4819NE,SANTA FE RIVER,  ,19577
-82.20946102,29.82045035,SRB-LS-1025,SRWMD-B,LOW-ORDER,,No,29,49,12.72,82,12,34.56,T   8  S; R  21 E; Sect  ,ALACHUA,WALDO -  4718NW,SANTA FE RIVER,ALACHUA COUNTY ENVIRONMENTAL PROTECTION DEPARTMENT PERFORMED RECONNAISSANCE,19578
-82.31356391,29.92564733,SRB-LS-1026,SRWMD-B,LOW-ORDER,,Yes,29,55,31.44,82,18,49.32,T   6  S; R  20 E; Sect  ,BRADFORD,BROOKER -  4819SW,SANTA FE RIVER,"UNNAMED STREAM, THIRD-ORDER TRIBUTARY TO NEW RIVER; SAMPLED ON 5/31/01    ",19579
-82.38846588,30.08264278,SRB-LS-1027,SRWMD-B,LOW-ORDER,,No,30,4,56.64,82,23,18.96,T   5  S; R  19 E; Sect  ,UNION,LULU -  4920NE,SANTA FE RIVER, ,19580
-82.27256286,29.81995043,SRB-LS-1028,SRWMD-B,LOW-ORDER,,No,29,49,10.92,82,16,21.72,T   8  S; R  20 E; Sect  ,ALACHUA,MONTEOCHA -  4719NE,SANTA FE RIVER,NO ACCESS; MONTEOCHA CREEKK; ALACHUA COUNTY ENVIRONMENTAL PROTECTION DEPARTMENT PERFORMED RECONNAISS,19581
-82.48486893,29.90474813,SRB-LS-1029,SRWMD-B,LOW-ORDER,,No,29,54,16.2,82,29,6,T   7  S; R  18 E; Sect  ,ALACHUA,WORTHINGTON SPRINGS -  4820,SANTA FE RIVER,ALACHUA COUNTY ENVIRONMENTAL PROTECTION DEPARTMENT PERFORMED RECONNAISSANCE ,19582
-82.61377275,29.85474973,SRB-LS-1030,SRWMD-B,LOW-ORDER,,Yes,29,51,16.2,82,36,50.04,T   7  S; R  17 E; Sect  ,COLUMBIA,HIGH SPRINGS -  4721NW,SANTA FE RIVER,"SANTA FE RIVER; EXCLUDED AS LOW ORDER SITE, BUT SAMPLED AS A HIGH-ORDER STREAM LATER IN SAME YEAR",19583
-82.59567311,29.14647116,SRB-LS-1031,SRWMD-B,LOW-ORDER,,No,29,8,46.32,82,35,44.88,T  15  S; R  17 E; Sect  ,LEVY,TIDEWATER -  4221SW,WACCASASSA RIVER, ,19584
-82.31976413,29.89574823,SRB-LS-1032,SRWMD-B,LOW-ORDER,,No,29,53,43.8,82,19,11.64,T   7  S; R  20 E; Sect  ,BRADFORD,BROOKER -  4819SW,SANTA FE RIVER,RAYONIER PAPER COMPANY; OWNER DENIED ACCESS ,19585
-82.17495965,30.08564247,SRB-LS-1033,SRWMD-B,LOW-ORDER,,No,30,5,7.44,82,10,30.36,T   5  S; R  21 E; Sect  ,UNION,RAIFORD -  4918NE,SANTA FE RIVER, ,19619
-82.85988064,29.24686831,SRB-LS-1034,SRWMD-B,LOW-ORDER,,No,29,14,47.76,82,51,36,T  14  S; R  14 E; Sect  ,LEVY,WACCASASSA BAY -  4223NW,WACCASASSA RIVER, ,19620
-82.4729685,29.96914621,SRB-LS-1035,SRWMD-B,LOW-ORDER,,No,29,58,8.04,82,28,23.16,T   6  S; R  18 E; Sect  ,UNION,WORTHINGTON SPRINGS -  4820,SANTA FE RIVER, ,19621
-82.40496667,29.85424954,SRB-LS-1036,SRWMD-B,LOW-ORDER,,Yes,29,51,14.4,82,24,18.36,T   7  S; R  19 E; Sect  ,ALACHUA,ALACHUA -  4720NE,SANTA FE RIVER,UNNAMED SECOND-ORDER TRIBUTARY TO ROCKY CREEK; GPS READING TAKEN ON ROAD; ALACHUA COUNTY ENVIRONMENT,19622
-82.28756331,29.81235067,SRB-LS-1037,SRWMD-B,LOW-ORDER,,No,29,48,43.56,82,17,15.72,T   8  S; R  20 E; Sect  ,ALACHUA,MONTEOCHA -  4719SE,SANTA FE RIVER,ALACHUA COUNTY ENVIRONMENTAL PROTECTION DEPARTMENT PERFORMED RECONNAISSANCE,19623
-82.30266374,29.81825051,SRB-LS-1038,SRWMD-B,LOW-ORDER,,No,29,49,4.8,82,18,10.08,T   8  S; R  20 E; Sect  ,ALACHUA,MONTEOCHA -  4719NE,SANTA FE RIVER,ALACHUA COUNTY ENVIRONMENTAL PROTECTION DEPARTMENT PERFORMED RECONNAISSANCE,19624
-82.38046581,29.96254631,SRB-LS-1039,SRWMD-B,LOW-ORDER,,No,29,57,44.28,82,22,50.16,T   6  S; R  19 E; Sect  ,UNION,WORTHINGTON SPRINGS -  4820,SANTA FE RIVER,   ,19625
-82.21666092,30.04454372,SRB-LS-1040,SRWMD-B,LOW-ORDER,,Yes,30,2,39.48,82,13,0.48,T   5  S; R  21 E; Sect  ,BRADFORD,RAIFORD -  4918SW,SANTA FE RIVER,NEW RIVER; SAMPLED 6/19/2001; 1 MILE DOWNSTREAM FROM FLA STATE PRISON (STARKE) SEWAGE TREATMENT PLAN,19626
-82.28256309,29.86234918,SRB-LS-1041,SRWMD-B,LOW-ORDER,,No,29,51,43.56,82,16,57.72,T   7  S; R  20 E; Sect  ,BRADFORD,MONTEOCHA -  4719NE,SANTA FE RIVER,RAYONIER PAPER COMPANY; OWNER DENIED ACCESS   ,19627
-82.36316554,29.7870515,SRB-LS-1042,SRWMD-B,LOW-ORDER,,No,29,47,12.48,82,21,47.88,T   8  S; R  19 E; Sect  ,ALACHUA,MONTEOCHA -  4719SW,SANTA FE RIVER,ALACHUA COUNTY ENVIRONMENTAL PROTECTION DEPARTMENT PERFORMED RECONNAISSANCE,19628
-82.52016988,29.96564636,SRB-LS-1043,SRWMD-B,LOW-ORDER,,No,29,57,55.44,82,31,13.08,T   6  S; R  18 E; Sect  ,UNION,MIKESVILLE -  4821NE,SANTA FE RIVER,   ,19664
-82.31616398,29.9303472,SRB-LS-1044,SRWMD-B,LOW-ORDER,,No,29,55,48.36,82,18,58.68,T   6  S; R  20 E; Sect  ,BRADFORD,BROOKER -  4819SW,SANTA FE RIVER,  ,19665
-82.59937322,29.14407123,SRB-LS-1045,SRWMD-B,LOW-ORDER,,No,29,8,37.68,82,35,58.2,T  15  S; R  17 E; Sect  ,LEVY,TIDEWATER -  4221SW,WACCASASSA RIVER,,19666
-82.39896659,29.78275167,SRB-LS-1046,SRWMD-B,LOW-ORDER,,No,29,46,57,82,23,56.76,T   8  S; R  19 E; Sect  ,ALACHUA,ALACHUA -  4720SE,SANTA FE RIVER,ALACHUA COUNTY ENVIRONMENTAL PROTECTION DEPARTMENT PERFORMED RECONNAISSANCE   ,19667
-82.12025805,30.08544242,SRB-LS-1047,SRWMD-B,LOW-ORDER,,No,30,5,6.72,82,7,13.44,T   5  S; R  22 E; Sect  ,BRADFORD,LAWTEY -  4917NW,SANTA FE RIVER,  ,19668
-82.52407,29.96364642,SRB-LS-1048,SRWMD-B,LOW-ORDER,,No,29,57,48.24,82,31,27.12,T   6  S; R  18 E; Sect  ,UNION,MIKESVILLE -  4821NE,SANTA FE RIVER,NO DIGITAL PHOTO (CAMERA FAILURE),19669
-82.48536877,30.03704422,SRB-LS-1049,SRWMD-B,LOW-ORDER,,No,30,2,12.48,82,29,7.8,T   5  S; R  18 E; Sect  ,UNION,LULU -  4920SW,SANTA FE RIVER,  ,19670
-82.25746213,30.03134416,SRB-LS-1050,SRWMD-B,LOW-ORDER,,No,30,1,51.96,82,15,27.36,T   5  S; R  20 E; Sect  ,UNION,LAKE BUTLER -  4919SE,SANTA FE RIVER, ,19671
-82.31886405,29.93514706,SRB-LS-1051,SRWMD-B,LOW-ORDER,,No,29,56,5.64,82,19,8.4,T   6  S; R  20 E; Sect  ,BRADFORD,BROOKER -  4819SW,SANTA FE RIVER,  ,19672
-82.2739628,29.8948482,SRB-LS-1052,SRWMD-B,LOW-ORDER,,No,29,53,40.56,82,16,26.76,T   7  S; R  20 E; Sect  ,BRADFORD,BROOKER -  4819SE,SANTA FE RIVER,RAYONIER PAPER COMPANY; OWNER DENIED ACCESS,19673
-82.6338742,29.15627089,SRB-LS-1053,SRWMD-B,LOW-ORDER,,No,29,9,21.6,82,38,2.4,T  15  S; R  17 E; Sect  ,LEVY,LEBANON STATION -  4222SE,WACCASASSA RIVER,,19674
-82.19346022,30.06014324,SRB-LS-1054,SRWMD-B,LOW-ORDER,,No,30,3,35.64,82,11,36.96,T   5  S; R  21 E; Sect  ,BRADFORD,RAIFORD -  4918SW,SANTA FE RIVER, ,19712
-82.18606003,30.04384371,SRB-LS-1055,SRWMD-B,LOW-ORDER,,No,30,2,36.96,82,11,10.32,T   5  S; R  21 E; Sect  ,BRADFORD,RAIFORD -  4918SE,SANTA FE RIVER,DITCH IN CORN FIELD,19713
